# Array shape: (10, 10, 4)
0.0000000000 0.7349131593 0.4960124886 0.3695435532
0.8035940456 0.6281508875 0.1818968883 0.4441340530
0.6404008023 0.4006259706 0.3701513938 0.1481184033
0.3691010411 0.3018952971 0.5509172032 0.7035805200
0.2421162119 0.4218112193 0.0574483006 0.4740544962
0.4937412500 0.3192628024 0.3250855429 0.5506750993
0.3984072308 0.1293131545 0.3580569505 0.2777829171
0.4723417875 0.0582825417 0.3058632821 0.1198641313
0.2084302434 0.0286892404 0.0116089107 0.1989076917
0.3237499719 0.1891573335 0.5201595485 0.8358542095

0.7595916217 0.5273224340 0.4916182378 0.3914825873
0.0000000000 0.1711050990 0.4960124804 0.3510276539
0.7666027397 0.3702302420 0.5283259755 0.3393681842
0.5910330836 0.0802660638 0.6741142128 0.6218579247
0.4940170818 0.5758144624 0.3897897264 0.6708130908
0.5860569984 0.8409250178 0.6721257324 0.5417523249
0.5045097384 0.1989943581 0.5866456955 0.2823500761
0.6852316916 0.5551036322 0.5072286399 0.3498790367
0.3058454135 0.3186641393 0.5718625848 0.4722075763
0.1902409936 0.4199475326 0.4078610185 0.4979367535

0.6622888308 0.2770681758 0.2931516075 0.2448477949
0.7936650061 0.6274584756 0.3989635615 0.5884612420
0.0000000000 0.5055552125 0.5209529972 0.5020575844
0.4584274967 0.3006839315 0.4741218490 0.3675511156
0.5325839544 0.7079016079 0.4200639558 0.2725917394
0.6384182063 0.4491064935 0.3276541064 0.5371441983
0.6107046970 -0.1182321189 0.7755100321 0.4368678761
0.5026003833 0.4373522069 0.4174716614 0.2564064863
0.4964746269 0.2968129921 0.4340752985 0.3595167795
0.2403967605 0.3426503479 0.2515436141 0.3733679899

0.4413745137 0.4323955840 0.4611288074 0.2089299777
0.5269798632 0.7042984449 0.7344591721 0.1986406837
0.3798236608 0.5279185638 0.1456654819 0.3437737479
0.0000000000 0.3909253781 0.2485395411 0.8391209881
0.5268659098 0.5320984195 0.9176072933 0.6127891386
0.4644042204 0.1806331979 0.6621826560 0.4658968777
0.7230253622 0.7396822682 0.6107043625 0.5986391540
0.3339672365 0.4014490884 0.6656229971 0.3117545350
0.6510946207 0.4929182316 0.6261984494 0.5611388639
0.7508908824 0.7350818692 0.5920287515 0.5414280420

0.2454694897 0.3590578040 0.2782011885 0.0362838590
0.6654925872 0.4039827625 0.4843436762 0.5472216230
0.4130326401 0.6629712278 0.7043159601 0.1799674963
0.5455400754 0.5902107131 0.6683619213 0.5824169424
0.0000000000 0.7709454016 0.7646306078 0.7726242925
0.7267503729 0.7300806169 0.6816427433 0.7642315536
0.3033693290 0.5230276536 0.6289387585 0.8049416493
0.5714224551 0.7686462717 0.5037491345 0.3822070932
0.6482021664 0.5516356810 0.5238490866 0.6474601679
0.3194391519 0.6231422771 0.5081552124 0.5890711401

0.4711922746 0.4862777281 0.5117865845 0.3980198624
0.6372158540 0.5803573642 0.7631007719 0.6069016738
0.5878441206 0.3347929640 0.6491011220 0.3374996052
0.5182528628 0.8550410378 0.8187277978 0.5702247011
0.6429260156 0.4569378568 0.5370696456 0.9156830581
0.0000000000 0.4057310621 0.6538027816 0.8341262558
0.5397740137 0.7357179472 0.7976605620 0.6360373948
0.1626790757 0.5805252062 0.7321438038 0.8363597135
0.5461345032 0.5621547230 0.6561229486 0.7910065015
0.1837064067 0.4920565848 0.5593238694 0.7539655010

0.4508659609 0.3274142223 0.1244197565 0.5558016356
0.5699617722 0.4859637765 0.5165913164 0.8022009352
0.6128519574 0.3826816042 0.2918153324 0.6818270994
0.7886619225 -0.1166070625 0.6550804695 0.4617738289
0.4039493865 0.6983693672 0.9126790675 0.7958997264
0.4981217819 0.6307821683 0.7275111448 0.8034891482
0.0000000000 0.7003250545 0.5381452241 0.2696575338
0.5570870795 0.3630627759 0.7509359300 0.8110166493
0.8089469305 0.6366436920 0.4233417026 0.5093175320
0.6845175336 0.7251339113 0.3965284108 0.5807023187

0.3995383270 0.4543909679 0.3003890032 0.6239209038
0.6654675882 0.3955559131 0.1848659046 0.7747175449
0.5719299211 0.2518657252 0.3499462015 0.3404596153
0.3835230655 0.6613971019 0.6074317884 0.2963694828
0.4773965841 0.5934200448 0.8589076821 0.4235706122
0.4085302273 0.6411215724 0.7430050151 0.4207376354
0.5127590130 0.5981114407 0.6634284574 0.5546051292
0.0000000000 0.5199022805 0.2257448418 0.6943975686
0.3078132006 0.3495737427 0.7413107666 0.4363969688
0.6276577749 0.6182979455 0.4352621511 0.6135304983

0.1573757139 0.5044804736 0.5772751260 0.1527706069
0.4188719974 0.3476177539 0.5493001317 0.0288789753
0.5071177096 0.2836020774 0.2936660282 0.4212400948
0.6971131520 0.3454163372 0.5412227886 0.8476437252
0.5709770289 0.6669148227 0.4444408847 0.6508496147
0.5734671712 0.4238587222 0.5656574738 0.2937548557
0.8169839102 0.5620575674 0.4912202799 0.5841315617
0.3037474578 0.5909125888 0.8810960970 0.6585548325
0.0000000000 0.6618942561 0.8251429829 0.2473390923
0.7514680936 0.8939007310 0.6166072751 0.5207012894

0.3440594290 0.4806261945 0.3965589647 0.5611236693
0.1780468709 0.4362870768 0.1739962781 0.3771227774
0.1250199454 0.1987501175 0.1723415754 0.1516928827
0.7020873190 0.1191440803 0.3756839465 0.4454319936
0.3865957129 0.4995515632 0.7220104154 0.0406769352
0.2122860552 0.2147492297 0.6017757587 0.0447086134
0.6433014994 0.4946440654 0.5049996538 0.4829991751
0.5996033281 0.5583061232 0.7958774196 0.4391599134
0.7752694578 0.4314187446 -0.0587687897 0.3881251138
0.0000000000 0.6674005665 0.6946924440 0.3664638699

